iteration,value
1,0.1588841160172747
2,0.1588841160172747
3,0.15879387616505902
4,0.15814231987291924
5,0.15879387616505902
6,0.1588841160172747
7,0.15801778468698796
8,0.15879387616505902
9,0.1588841160172747
10,0.15879387616505902
