iteration,value
1,0.10241684055620978
2,0.10860966979614123
3,0.1185662913841605
4,0.12395131974564098
5,0.10924323490551462
6,0.11086088458610996
7,0.10785981739833912
8,0.10849560228758778
9,0.11374680958273542
10,0.09518766260740773
