iteration,value
1,0.0865604786323616
2,0.10348420764597299
3,0.08577999521180552
4,0.07688869289525531
5,0.08744377880565893
6,0.09414855103311352
7,0.08265447383783528
8,0.09695638783102728
9,0.11241179488863676
10,0.09588943585936785
